,name,Link,Plot
3192,Arbitrage (2012),https://subslikescript.com/movie/Arbitrage-1764183,Robert Miller is a successful financial businessman with a loving wife and a smart daughter ready to take over the family business. Professional secrets involving illegal fraudulent activities start coming out at the same time that Robert's personal secrets take a turn for the worse and threaten to derail everything he has achieved.
3193,Arcade (1993),https://subslikescript.com/movie/Arcade-106302,"Alex Manning is a troubled suburban teenager. Her mother committed suicide and the school counselor feels that she has not dealt with her feelings properly. Manning and her friends decide to visit the local video arcade known as ""Dante's Inferno"" where a new virtual reality arcade game called ""Arcade"" is being test marketed by a computer company CEO who is more than willing to hand out free samples of the home console version and hype up the game as if his job is depending on it, and it is. However, it soon becomes clear that the teenagers who play the game and lose are being imprisoned inside the virtual reality world by the central villain ""Arcade"". And it gets worse when a virtual reality game begins to take over the minds of teenagers. The computer company felt it would be a good idea to use a boy's brain cells in order to make the game's villain more realistic. Instead, it made the game deadly. And so now Nick and Alex must enlist the help of the game's programmer and head to the video arcade for a final showdown with ""Arcade"" and his deadly virtual world."
3194,Arcadia (2016),https://subslikescript.com/movie/Arcadia-4377942,"In the not too distant future, the population has risen to dangerous numbers and a deadly disease has gripped the world. To combat the death toll rising, 'Arcadia' has been built as safe disease-free haven for the privileged, where life expectancy is more than 130 years. Outside Arcadia, the average life lasts merely 40 years - unless they can earn a place amongst the elite. Charlie is 39 and living in London, with little time left he works every day to get him and his daughter into the safe haven. When asked to capture a government target, Adam Black, a member of resistance movement 'Free Care', Charlie take this opportunity to guarantee them a place inside Arcadia. On the brink of achieving his dream, his mission takes a wrong turn and he finds himself questioning the real purpose for Black's capture. As discoveries are made, it seems the government have not told Charlie the full truth about Black and 'Free Care'. Facing a choice between saving his life and doing what's right, what will Charlie decide? Arcadia is a fast-paced sci-fi thriller..."
3195,Arcadia of My Youth: Infinite Course SSX (1982),https://subslikescript.com/movie/Arcadia_of_My_Youth_Infinite_Course_SSX-144736,"When Aliens conquer earth and enslave the human race, all hope for freedom is abandoned. But one man will not give up. Captain Harlock, A brave space pilot, leads the resistance and vows to oust the aliens and restore freedom to his planet."
3196,Arch of Triumph (1984),https://subslikescript.com/movie/Arch_of_Triumph-88734,"In Paris, before the Nazis penetrate into the city, an Austrian refugee doctor falls in love with a mysterious woman."
3197,Arch of Triumph (1948),https://subslikescript.com/movie/Arch_of_Triumph-40109,"In winter of 1938, Paris is crowded with refugees from the Nazis, who live in the black shadows of night, trying to evade deportation. One such is Dr. Ravic, who practices medicine illegally and stalks his old Nazi enemy Haake with murder in mind. One rainy night, Ravic meets Joan Madou, a kept woman cast adrift by her lover's sudden death. Against Ravic's better judgement, they become involved in a doomed affair; matters come to a crisis on the day war is declared."
3198,Archana 31 Not Out (2022),https://subslikescript.com/movie/Archana_31_Not_Out-13039148,"A school teacher, who is 28 years old and in in search for a suitable groom!. She has gone through 31 wedding proposals, but not a single one fell into place."
3199,Archangel (2005),https://subslikescript.com/movie/Archangel-426911,"Set in contemporary Moscow and the frozen northern town of Archangel, the drama revisits the stark landscape of Communist Russia and takes place over four days in the life of academic Fluke Kelso. His fateful meeting with a former Stalinist bodyguard leads to the uncovering of one of the world's most dangerous and best kept secrets. He is led unwittingly through murder and intrigue towards his own personal ""Holy Grail"" - Joseph Stalin's secret legacy - a legacy that could change the face of Russian history forever."
3200,Archaon: The Halloween Summoning (2020),https://subslikescript.com/movie/Archaon_The_Halloween_Summoning-13015496,"Four college students take possession of a 15th-century Celtic artifact and resurrect the legend of Archaon. Haunting those who dare summon the evil spirit by putting on the mask, one by one they are tormented in the realm of in-between."
3201,Archenemy (2020),https://subslikescript.com/movie/Archenemy-11274100,"Max Fist, who claims to be a hero from another dimension who fell through time and space to earth, where he has no powers.No one believes his stories except for a local teen named Hamster."
3202,Archipelago (2010),https://subslikescript.com/movie/Archipelago-1527835,Deep fractures within a family dynamic begin to surface during a getaway to the Isles of Scilly.
3203,Architecture of Ra (2021),https://subslikescript.com/movie/Architecture_of_Ra-14591362,"Submerse yourself into the mayhem that is modern Egypt, while the tale of why the Ancient Egyptians built the pyramids unfolds---and they weren't just tombs, they were built to function.."
3204,Archive (2020),https://subslikescript.com/movie/Archive-6882604,2038: George Almore is working on a true human-equivalent AI. His latest prototype is almost ready. This sensitive phase is also the riskiest. Especially as he has a goal that must be hidden at all costs: being reunited with his dead wife.
3205,Archon Defender (2009),https://subslikescript.com/movie/Archon_Defender-1490539,"Archon Defender follows the path of a young woman, Colette, as she seeks her way through adversity to redemption, as the world she once knew is torn apart by war and tyranny. The Empress ..."
3206,Archons (2020),https://subslikescript.com/movie/Archons-5790218,"Archons is the story of falling-from-grace rock group half a decade after the release of their hit single, as they travel deep into the Canadian wilderness on a spirit journey."
3207,Arctic (2018),https://subslikescript.com/movie/Arctic-6820256,"Follows a man stranded in the Arctic, who is finally about to receive his long awaited rescue. However, after a tragic accident, his opportunity is lost and he must then decide whether to remain in the relative safety of his camp or embark on a deadly trek through the unknown for potential salvation."
3208,Arctic Blast (2010),https://subslikescript.com/movie/Arctic_Blast-1523267,"When a solar eclipse sends a colossal blast of super chilled air towards the earth, it then sets off a catastrophic chain of events that threatens to engulf the world in ice and begin a new Ice Age."
3209,Arctic Dogs (2019),https://subslikescript.com/movie/Arctic_Dogs-4426464,"Swifty the Arctic fox works in the mail room of the Arctic Blast Delivery Service but dreams of one day becoming a Top Dog (the Arctic's star husky couriers). To prove himself worthy of the Top Dog role, Swifty secretly commandeers one of the sleds and delivers a package to a mysterious location. He stumbles upon a secret fortress where he comes face to face with Otto Von Walrus, a blubbery evil genius who walks around on mechanical legs and commands a loyal army of oddly polite puffin henchmen. Swifty soon discovers Von Walrus' plan to melt the polar ice caps and flood the world in order to reign supreme. Now, Swifty has to enlist the help of his friends: PB, a concerned polar bear, Lemmy, a scatterbrained albatross, Bertha and Leopold, two conspiracy theorist otters and Jade, a worldly fox. This ragtag group of Arctic misfits has to band together to stop Von Walrus' sinister plans and save the day."
3210,Arctic Void (2022),https://subslikescript.com/movie/Arctic_Void-9183978,"When the power mysteriously fails, and almost everyone vanishes from a small tourist vessel in the Arctic, fear becomes the master for the three who remain. Forced ashore, the men deteriorate in body and mind until a dark truth emerges that compels them to ally or perish."
3211,Ardaas Karaan (2019),https://subslikescript.com/movie/Ardaas_Karaan-9537346,"During times of conflict, three elderly men try to instill values in their families."
3212,Ardennes Fury (2014),https://subslikescript.com/movie/Ardennes_Fury-3922754,"As the Nazis engage their Battle of the Bulge campaign, in late 1944, an American tank unit gets trapped behind enemy lines. The Allies' Operation Ardennes Fury is about to commence when the tank's commander moves to rescue innocent children and nuns from a nearby orphanage."
3213,Are All Men Pedophiles? (2013),https://subslikescript.com/movie/Are_All_Men_Pedophiles-2072045,"For the first time in history the tables have turned on men. In the past ""Witch-Hunt"" was associated with women but now it is associated with men. In an effort to protect our children society has started to isolate men. This documentary explores the pedophilia hysteria and how all men are viewed as potential pedophiles. How did society come to such a conclusion and what are the political and social consequences? Have men really become victims of modern sexism or is the increase in sexism justified? Are All Men Pedophiles?"
3214,Are We Dead Yet (2019),https://subslikescript.com/movie/Are_We_Dead_Yet-7799654,A robbery goes horrifyingly wrong when five have a go criminals are forced to take refuge from the police in an old castle. What starts out as 'one last job' quickly becomes a hilarious fun filled journey of ghostly misfortunes.
3215,Are We Done Yet? (2007),https://subslikescript.com/movie/Are_We_Done_Yet-422774,Newlyweds Nick and Suzanne decide to move to the suburbs to provide a better life for their two kids. But their idea of a dream home is disturbed by a contractor with a bizarre approach to business.
3216,Are We Lost Forever (2020),https://subslikescript.com/movie/Are_We_Lost_Forever-10691314,"One morning it is over. For Hampus it is a relief to break up from their destructive relationship, while Adrian is devastated. Will he be able to survive without the love of his life, or is there a way of somehow getting him back?"
3217,Are We Not Cats (2016),https://subslikescript.com/movie/Are_We_Not_Cats-5325492,"After losing his job, his girlfriend, and his apartment in a single day, a young man attempts to restart his life, but is diverted when he meets a woman who shares his strangest habit; an inclination for eating hair."
3218,Are We OK? (2013),https://subslikescript.com/movie/Are_We_OK-3283804,"Temmuz is an openly gay sculptor living at a flat with his dog in Istanbul. He lives a bohemian lifestyle and has a happy go lucky, carefree, eccentric (such as believing in good luck charms) character, frequently distracting him from his work as a children's book illustrator, and eventually leading him to be abandoned by his boyfriend via e-mail. He is given solace and affection by her wealthy mother, who is fully supportive of him, and best friend and co-worker, Beste. In the meantime, he keeps seeing a young man in his dreams, who repeatedly calls him for help and rescue. One day he runs into this guy while getting on the bus, who is accompanied by his mother, and helps them get into their home as the young man was born without limbs. From then on, two lives would collide into each other, starting a brotherhood full of discoveries and mutual help."
3219,Are We? (1982),https://subslikescript.com/movie/Are_We-144615,
3220,Are You Being Served? (1977),https://subslikescript.com/movie/Are_You_Being_Served-75696,"When Grace Brothers closes for redecoration, Young Mr. Grace send the staff on holiday to Costa Plonka, where they find themselves in the middle of a revolution."
3221,Are You Happy Now (2021),https://subslikescript.com/movie/Are_You_Happy_Now-10369252,"Adam thinks marrying Gina will save his life, but to her, true love might mean divorce."
3222,Are You in the House Alone? (1978),https://subslikescript.com/movie/Are_You_in_the_House_Alone-77174,Teenage girl is plagued by harassing phone calls. Her fear mounts when she's babysitting at a neighbor's home one evening and the caller rings her at that number.
3223,Are You Lonesome Tonight? (2021),https://subslikescript.com/movie/Are_You_Lonesome_Tonight-8519380,"On a dark night, Xueming hits a pedestrian with his car and flees the scene. Desperate to escape his feelings of guilt, he decides to approach the dead man's wife, Mrs Liang. Meanwhile, the body is discovered - riddled with bullets. Chen, the detective in charge of the investigation, becomes obsessed with the case. Years later, all three remain caught in a tangled web of memories and lies, desperately searching for a truth that refuses to be revealed."
3224,Are You Scared 2 (2009),https://subslikescript.com/movie/Are_You_Scared_2-1043694,"Dallas, Andrew, his girlfriend Taryn and Reese compose of the DNA Team in an Internet game where the objective is to find treasures in hidden caches. While searching the last treasure to beat the game's record score, they are chased by two psychopaths controlled by the sick owner of an underground site that is filming their movements and they have to fight to survive."
3225,Are You Scared? (2006),https://subslikescript.com/movie/Are_You_Scared-845955,Six kidnapped teens awake in an abandoned factory to discover they're being filmed for a twisted and terrifying reality show.
3226,Area 51 (1999),https://subslikescript.com/movie/Area_51-2728752,"AREA 51 shows skiing's new generation going bigger than ever and pulling the sickest tricks imaginable. Filmed at competitions and sessions around the globe, this movie has it all."
3227,Area 51 Confidential (2011),https://subslikescript.com/movie/Area_51_Confidential-1900817,People from various walks of life find themselves held captive in a desolate area surrounding a secret government installation rumored to contain extraterrestrial life.
3228,Area 51 Exposed (2020),https://subslikescript.com/movie/Area_51_Exposed-11672068,"Area 51 is a highly classified, heavily guarded USAF facility, located within the Nevada desert that is reported to house Alien beings and actual UFOs that are being reverse engineered. ..."
3229,Area 51: The CIA's Secret Files (2014),https://subslikescript.com/movie/Area_51_The_CIAs_Secret_Files-5199604,The history of Area 51 and the programs created there.
3230,Area 88 (1985),https://subslikescript.com/movie/Area_88-88736,A young pilot who is the fiance of the daughter of the owner of a airline is tricked into enlisting as a mercenary fighter pilot for a small nation's airforce by a malicious false friend. Now he battles to earn the money necessary to buy his freedom before he truly loses his humanity in the horror of war.
3231,Area of Conflict (2017),https://subslikescript.com/movie/Area_of_Conflict-6221660,"Human traffickers wipe out a young girl's family and village. She then seeks revenge on those responsible, eventually becoming first the hunted then turning into the hunters with the mercenary hired to eliminate her."
3232,Ares 11 (2016),https://subslikescript.com/movie/Ares_11-2447952,"Four crew members of a military spacecraft are faced with an unfathomable dilemma after their ship is attacked, leaving them only enough air for two of them to return to base alive. In a ..."
3233,"Areta, investigación (2018)",https://subslikescript.com/movie/Areta_investigacin-6793710,
3234,Argentina Fans Kaattoorkadavu (2018),https://subslikescript.com/movie/Argentina_Fans_Kaattoorkadavu-8806546,
3235,"Argentina, 1985 (2022)",https://subslikescript.com/movie/Argentina_1985-15301048,A team of lawyers take on the heads of Argentina's bloody military dictatorship during the 1980s in a battle against odds and a race against time.
3236,Argo (2012),https://subslikescript.com/movie/Argo-1024648,"In 1979, the American embassy in Iran was invaded by Iranian revolutionaries and several Americans were taken hostage. However, six managed to escape to the official residence of the Canadian Ambassador and the CIA was ordered to get them out of the country. With few options, exfiltration expert Tony Mendez devised a daring plan: create a phony Canadian film project looking to shoot in Iran and smuggle the Americans out as its production crew. With the help of some trusted Hollywood contacts, Mendez created the ruse and proceeded to Iran as its associate producer. However, time was running out with the Iranian security forces closing in on the truth while both his charges and the White House had grave doubts about the operation themselves."
3237,Ari Shaffir: Double Negative (2016),https://subslikescript.com/movie/Ari_Shaffir_Double_Negative-6254796,"Comedian Ari Shaffir steps outside of his yamaka to expose the uncomfortable truth that children are trash, and becoming an adult also brings about its own greasy problems."
3238,Ari Shaffir: Paid Regular (2015),https://subslikescript.com/movie/Ari_Shaffir_Paid_Regular-4414858,"Stand-up comic Ari Shaffir discusses inappropriate subjects like taking shrooms while camping, unusual new racial stereotypes, morning blowjobs, oddities of some of the ten commandments, and his profound hatred towards TSA."
3239,Ari Shaffir: Passive Aggressive (2013),https://subslikescript.com/movie/Ari_Shaffir_Passive_Aggressive-2604846,"Here's to growing up. ""Passive Aggressive,"" Ari Shaffir's first special, is an act of defiance against responsibility. Why let people you hate choose how you live your life? Love has always been too much effort. Live apart from your spouse. Refuse parenthood. And screw with your friends. Just because your'e an adult doesn't mean you have to grow up."
3240,Aria the Origination (2008),https://subslikescript.com/movie/Aria_the_Origination-1151013,"In Neo Venezia, Akari, Aika, and Alice work diligently toward becoming Prima Undine (pro tour guide gondolier). The girls have come far since they began their training, and are forming their own distinctive styles..The girls rely on the advice of their seniors, will the girls be able to blend the advice from their mentors with their acquired knowledge to become praiseworthy Prima Undines?"
3241,"Ariana Grande: Excuse Me, I Love You (2020)",https://subslikescript.com/movie/Ariana_Grande_Excuse_Me_I_Love_You-13615386,Ariana Grande takes the stage in London for her Sweetener World Tour and shares a behind-the-scenes look at her life in rehearsal and on the road.
3242,Ariane's Thread (2014),https://subslikescript.com/movie/Arianes_Thread-3744684,"Today is Ariane's birthday and she is more alone than ever in her lovely home. The candles are lit on the cake, but the guests have apologized, for they won't be coming. So Ariane gets in her lovely car and leaves her lovely suburb to get lost in the big city."
3243,Ariel (1988),https://subslikescript.com/movie/Ariel-94675,"The movie tells the story of Taisto Kasurinen, a finnish coal miner whose father has just committed suicide and who is framed for a crime he did not commit. In jail, he starts to dream about leaving the country and starting a new life. He escapes from prison but things don't go as planned..."
3244,Aries Spears: Comedy Blueprint (2016),https://subslikescript.com/movie/Aries_Spears_Comedy_Blueprint-6017922,"MADTV alum Aries Spears stars in ""Comedy Blueprint"", a standup set where no one can avoid his jokes and aggressive style of comedy."
3245,"Aries Spears: Hollywood, Look I'm Smiling (2011)",https://subslikescript.com/movie/Aries_Spears_Hollywood_Look_Im_Smiling-1876248,"It's a crazy and insightful comedy concert featuring ""Mad TV""s star Aries Spears. he refuses to play by the rules. It's his no-hold-bars and laugh-out loud attempt to shed light on controversial topics on the hypocrisy of today's society."
3246,Arif V 216 (2018),https://subslikescript.com/movie/Arif_V_216-6697582,"After 8 years, Arif's old friend 216 from planet GORA pays a visit to Earth.Together they go on a quest where they'll be visiting 60's."
3247,Arima (2019),https://subslikescript.com/movie/Arima-8374700,"ARIMA It is the story of four women and a girl who- se existence is disrupted by the sudden arrival of two strangers. One of them is fleeing from the other, sneaking around town like an elusive being, a ghostly presence of uncertain existence. The other character --an injured man carrying a gun-- will disrupt the women's way of life in different ways. The whole plot takes place on the fine line between reality and imagination, between dreams and nightmares, fear and desire, within a story shrouded in mystery ARIMA is something you glimpse through the mist, something you can sense but still fail to see clearly. A dream, a memory, a desire."
3248,Arini by Love.inc (2022),https://subslikescript.com/movie/Arini_by_Loveinc-14807346,"Arini (Della Dartyan), an agent of the technology company Love.inc, wants to pursue her own happiness by finding someone from her past. But unfortunately, Love.inc's system keeps getting in the way. Memories in the past are always deleted by the system. Because of this, Arini seems to be trapped in a met averse life. In this case, she has difficulty distinguishing what is real and what is virtual. Arini actually meets Tiara (Kelly Tandiono) who guides her to carry out an action."
3249,Arion (1986),https://subslikescript.com/movie/Arion-90658,"Arion begins with his journey to discover a world of poverty and horror where ordinary people are barely surviving through the war. He falls in love with a blind slave girl who is then captured and imprisoned on top of Olympus by Apollo, who dreams to rule the Titans. Now, Arion must lead an army of ordinary people to fight against the three war lords (Zeus, Poseidon and Pluto) with help from a thief, a giant, a wizard, a mysterious lion-masked man and a flying dragon."
3250,Arisaka (2021),https://subslikescript.com/movie/Arisaka-11443276,Follows a policewoman who has to retrace the route of the Bataan Death March to escape her captors.
3251,"Arise, My Love (1940)",https://subslikescript.com/movie/Arise_My_Love-32220,"In 1939, American Tom Martin, who fought in the Spanish Civil War, awaits execution at the hands of the Fascist victors when reporter Augusta 'Gusto' Nash, for a scoop, aids him in an audacious escape. Of course, Tom tries to romance Gusto; but though she likes him, her career comes first, and Tom himself prefers freedom-fighting to settling down. Comedy becomes drama as their mixed feelings lead them on a circuitous path through the deepening chaos and catastrophe of the early days of World War II."
3252,Aristocrats (2020),https://subslikescript.com/movie/Aristocrats-12440140,Hanako is in her late twenties and is looking for stability with her man. She gets dumped instead. She begins dating. Miki studied and worked hard to get to where she is and is holding down a job. They are introduced through an intermediary man.
3253,Arizona (1940),https://subslikescript.com/movie/Arizona-32221,"Phoebe Titus is a tough, swaggering pioneer woman, but her ways become decidedly more feminine when she falls for California bound Peter Muncie. But Peter won't be distracted from his journey and Phoebe is left alone and plenty busy with villains Jefferson Carteret and Lazarus Ward plotting at every turn to destroy her freighting company. She has not seen the last of Peter, however."
3254,Arizona Bushwhackers (1968),https://subslikescript.com/movie/Arizona_Bushwhackers-62676,"During the Civil War, a Confederate spy takes a job as marshal of a small western town as a cover for his espionage activities. However, he soon finds out that a local businessman is selling weapons to a band of rampaging Indians."
3255,Arizona Dream (1993),https://subslikescript.com/movie/Arizona_Dream-106307,"An Innuit hunter races his sled home with a fresh-caught halibut. This fish pervades the entire film, in real and imaginary form. Meanwhile, Axel tags fish in New York as a naturalist's gofer. He's happy there, but a messenger arrives to bring him to Arizona for his uncle's wedding. It's a ruse to get Axel into the family business. In Arizona, Axel meets two odd women: vivacious, needy, and plagued by neuroses and familial discord. He gets romantically involved with one, while the other, rich but depressed, plays accordion tunes to a gaggle of pet turtles."
3256,Arizona Heat (1988),https://subslikescript.com/movie/Arizona_Heat-94676,A tough Arizona cop is teamed with a lesbian cop to catch a serial killer who is murdering police officers.
3257,Arizona Raiders (1965),https://subslikescript.com/movie/Arizona_Raiders-58917,"Murphy plays an ex-Quantrill's (Quantrell) Raider who's released from jail with buddy Cooper to be deputized as Arizona Rangers in order to hunt down the remnant of the gang, rumored to he hiding out in a town ""neer dee border"" in the words of the loose-lipped saloon dancer. The goons are found hiding in an Indian mission. Murphy and Cooper pretend to want to rejoin the gang, but the bad guys catch on and brutally beat Cooper, who protects Murphy's true sentiments to the death."
3258,Arizona Trail (1943),https://subslikescript.com/movie/Arizona_Trail-35647,"When crafty Doc Wallace sends for Johnny Trent and his pal, Kansas to come home to the Trent ranch in Arizona, Johnny meets Martha Brooks, who is caring for his invalid father, whose ranch some unknown enemy is trying to wrest away, as it has become suddenly valuable. Aided by Wayne Carson and Martha, Johnny uncovers the culprit to be Doc Wallace, the supposed family friend."
3259,Arjun Reddy (2017),https://subslikescript.com/movie/Arjun_Reddy-7294534,"Thousand adjectives are not enough to describe a Rebel, same as one hundred thousand adjectives, or any varying degree of linguistics, non-linguistics like sobs, cry of despair, gloominess are simply just not enough to illustrate the pain of the departed soul-mates. No structured markings, no motion paintings and no guide. Either you find your way to unite or just die. 'I love you' is a greeting card company invention; if you are really in love never say it. Show it."
3260,Arjun Suravaram (2019),https://subslikescript.com/movie/Arjun_Suravaram-8594012,An investigative journalist is arrested for cheating banks with fake certificates. He discovers a crime syndicate behind the scam and decides to investigate it himself.
3261,Arjun: The Warrior Prince (2012),https://subslikescript.com/movie/Arjun_The_Warrior_Prince-2404027,"I loved the movie!! No doubt it deviates quite a lot from the epic, but I being in the animation industry, can clearly understand the animations are not ordinary, as pointed out by many. People who have absolutely no knowledge about animation, can please stay away from writing negative feedback for the movie.It was 3D in 2D animation, where the movie is released in 2D, but the background and contrast characters have a 3D feeling!! People who haven't noticed this will have a good time noticing it.If there's a sequel then I will surely look forward to this movie. But yeah, people who do not like darker themes in the movie, wherein the hero suffers but then rises, may stay away!! Because this is not exactly pertaining to the epic, but it's surely shown in a good way.!!"
3262,Arkansas (2020),https://subslikescript.com/movie/Arkansas-9139586,"Kyle and Swin live by the orders of an Arkansas-based drug kingpin named Frog, whom they've never met. But when a deal goes horribly wrong, the consequences are deadly."
3263,Arlette (2022),https://subslikescript.com/movie/Arlette-14157348,"-Approached by the Prime Minister of Quebec (Canada) to rejuvenate the image of his government, Arlette Saint-Amour becomes, overnight, Minister of Culture. She succeeds by her look and her daring in creating a real buzz around Cu..."
3264,"Arletty, Lady Paname (2007)",https://subslikescript.com/movie/Arletty_Lady_Paname-1155621,A biography of actress Arletty.
3265,Armadillo (2010),https://subslikescript.com/movie/Armadillo-1640680,"In February of 2009, a group of Danish soldiers accompanied by documentarian Janus Metz arrived at Armadillo, an army base in the southern Afghan province of Helmand. Metz and cinematographer Lars Skree spent six months following the lives of young soldiers situated less than a kilometre from Taliban positions. The result of their work is a gripping and highly authentic war drama that was justly awarded the Grand Prix de la Semaine de la Critique at the 2010 Cannes film festival. But it also provoked furious debate in Denmark concerning the controversial behavior of certain Danish soldiers during a shoot-out with Taliban fighters. The film-makers repeatedly risked their lives shooting this tense, brilliantly edited, and visually sophisticated probe into the psychology of young men in the midst of a senseless war whose victims are primarily local villagers. Yet more disturbing than scenes in which Taliban bullets whiz past their cameras is the footage of the young soldiers as each tries, in his own way, to come to terms with putting his life constantly on the line."
3266,Armageddon (1997),https://subslikescript.com/movie/Armageddon-183892,
3267,Armageddon (1998),https://subslikescript.com/movie/Armageddon-120591,"It is just another day at the National Aeronautics and Space Administration (NASA), a few astronauts were repairing a satellite until, out of nowhere, a series of asteroids came crashing into the shuttle, destroying it. These asteroids also decimated New York soon thereafter. Then, NASA discovered that there is an asteroid roughly the size of Texas heading towards the Earth, and when it does hit the Earth, the planet itself and all of its inhabitants will be obliterated, worse, the asteroid will hit the Earth in 18 days. Unfortunately, NASA's plans to destroy the asteroid are irrelevant. That is when the U.S. military decides to use a nuclear warhead to blow the asteroid to pieces. Then, scientists decide to blow the asteroid with the warhead inside the asteroid itself. The only man to do it, is an oil driller named Harry Stamper and his group of misfit drillers and geologists. As he and his drill team prepare for space excavation, the asteroid is still heading towards the Earth. When the crew are launched into outer space, they are determined to destroy this asteroid."
3268,Armageddon Tales (2021),https://subslikescript.com/movie/Armageddon_Tales-13361358,
3269,Armaguedon (1977),https://subslikescript.com/movie/Armaguedon-74153,"After years of poverty, Carrier, a repairman, inherits a large sum of money upon his brother's death in an accident. Now rich, he decides it is time to make his mark and be known at any cost. Becoming more and more mentally unstable, he begins to threaten police and the government signing his tracts, ""Armaguedon"". A detective from Interpol heads the investigation and prepares a trap at an international conference of world leaders in Paris."
3270,Armed and Dangerous (1986),https://subslikescript.com/movie/Armed_and_Dangerous-90660,"Frank Dooley (John Candy) , a cop wrongly sacked for corruption, teams up with a useless defense lawyer named Norman Kane (Eugene Levy) in their new careers - as security guards. When the two are made fall guys for a robbery at a location they are guarding, the pair begin to investigate corruption within the company and their union. They soon make enemies of everyone, but can the unlikely duo save the day ?"
3271,Armed for Action (1992),https://subslikescript.com/movie/Armed_for_Action-103719,A cop transporting a Mafia hitman across country is ambushed in a small town.
3272,Armitage III: Polymatrix (1996),https://subslikescript.com/movie/Armitage_III_Polymatrix-109151,"A policeman, Ross Sylibus, is assigned to a unit on a Martian colony, to find that women are being murdered by a psychotic named D'anclaude. He is assigned a very unorthodox partner named Naomi Armitage, who seems to have links to the victims. To stir things up more, every victim is found to be an illegally made third-generation android, built to be almost perfect replications of humans. It becomes a race against time when the government attempts to cover up the existence of the 'Third Types', and eliminate the only ones with the evidence. And even more importantly, why are the Thirds created to be so similar to humans, even to the extent of being indistinguishable from them on every level, mentally and biologically?"
3273,Armour of God (1986),https://subslikescript.com/movie/Armour_of_God-91431,"Jackie Chan stars as Asian Hawk, an Indiana Jones-style adventurer looking to make a fortune in exotic antiquities. After Hawk discovers a mysterious sword in Africa, a band of Satan-worshiping monks kidnap his ex-girlfriend Lorelei, demanding the sword as ransom as well as other pieces of the legendary Armour of God - a magical outfit dating back to the Crusades."
3274,Armstrong (2019),https://subslikescript.com/movie/Armstrong-9395794,"Dramatic, moving and deeply human, ARMSTRONG offers the definitive life story of Neil Armstrong: from his childhood in Ohio to his first steps on the Moon, and beyond."
3275,Armstrong (1998),https://subslikescript.com/movie/Armstrong-139029,"Former Navy SEAL ""Rod Armstrong"" (Frank Zagarino) is now a freelance military trainer living in Moscow, Russia, who is unexpectedly visited by the man (Charles Napier) who trained him as a SEAL. ""Bob"" (Napier) is accompanied to Moscow by his wife (Kimberly Kates), whom he also trained as a SEAL, for a vacation. However, ""Bob"" is there to recruit ""Armstrong"" to help in with a Special Ops mission from the President himself. ""Bob"" has brought a video tape with him which shows a Russian military base housing missiles with nuclear warheads that are being purchased on the Black Market. However, when ""Bob"" gets murdered, it's up to ""Armstrong"", ""Susan"" and a Russian soldier to bring those responsible to justice."
3276,Armugan (2020),https://subslikescript.com/movie/Armugan-11123316,"In a remote valley of the Aragonese Pyrenees the legend of Armugan is told. It is said that he is dedicated to a mysterious and terrible profession, the likes of such that no one dares to speak. They say that Armugan moves through the valleys clinging to the body of Anchel, his faithful servant and together they share the secret of a work as old as life, as terrible as death itself."
3277,Army (1996),https://subslikescript.com/movie/Army-115568,"When captain Arjun from the Indian army dares to oppose the criminal activities of a lecherous Zamindar, Nagraj he is mercilessly killed. Arjun's wife Geeta; a lawyer by profession attempts to punish Nagraj by the law but is unable to do so. She then leaves her profession and goes to the jail where she helps 5 prisoners to escape so that they can assist her in bringing Nagraj to justice."
3278,Army & Coop (2018),https://subslikescript.com/movie/Army__Coop-6205946,"Mike ""Army"" Armstrong is a grizzled, veteran NHL enforcer who's completely lost his way in life. He's a down-and-out drunk with a severe fetish for redheads. He's a sexist pig who gets suspended from the NHL for kicking the crap out his coach on live TV. While waiting for the final word from his agent regarding his reinstatement, Army loses Jen, the love of his life, and finds himself living on campus with a bunch of college kids. His only real allegiance is to his trusty dog, Cooper, a tired English Bulldog with a severe under-bite. During the off-season (and during his suspension) Army's a part-time bartender at Mudrock's Tap and Tavern, a bar owned by Jen's father. On this day, Army works the bar while Jen, who now clearly hates him, waits tables. Rich, Jen's new boyfriend and Army's arch nemesis, is also on staff as the talent-less lounge singer. Over the course of one shift, Army loses his dog Cooper, gets dropped by his long-time agent, and watches Jen accept Rich's proposal of marriage. Meanwhile, Army's dog, Cooper, finds himself carelessly wandering the streets of Boulder while being pursued by Mudrock's mentally-challenged dishwasher, Murray. Throughout the day Army struggles with his vices with the help of Scott, his best friend, a handful of colorful taproom patrons, and a wise, old bum who lives in a cardboard box in the back alley. Army spends the day attempting to expose Rich for being the low-life he really is, all the while proving to Jen that he can change and is worth a second chance. In the end, will Army ever play in the NHL again? Can he overcome the cunning of Rich in order to break-up the engagement? Can he prove to Jen he's changed and worth a second chance? Is Cooper gone forever?"
